"Name","Team","URL","PitchType","Speed"
"Joe Kelly","Red Sox","https://www.baseballprospectus.com/card/card.php?id=59351","Changeup",84.6
"Jose Fernandez","Marlins","https://www.baseballprospectus.com/card/card.php?id=70444","Changeup",88.5
"Gerrit Cole","Pirates","https://www.baseballprospectus.com/card/card.php?id=65957","Changeup",87.4
"Roberto Osuna","Blue Jays","https://www.baseballprospectus.com/card/card.php?id=68997","Changeup",82.1
"Fernando Rodney","Mariners","https://www.baseballprospectus.com/card/card.php?id=1449","Changeup",82.6
"Jason Motte","Cubs","https://www.baseballprospectus.com/card/card.php?id=48314","Changeup",88.9
"Matt Harvey","Mets","https://www.baseballprospectus.com/card/card.php?id=68391","Changeup",87.9
"J.R. Graham","Twins","https://www.baseballprospectus.com/card/card.php?id=70305","Changeup",82.8
"Stephen Strasburg","Nationals","https://www.baseballprospectus.com/card/card.php?id=61056","Changeup",88.1
"Justin Wilson","Yankees","https://www.baseballprospectus.com/card/card.php?id=59179","Changeup",85.2
"Danny Salazar","Indians","https://www.baseballprospectus.com/card/card.php?id=56723","Changeup",85.6
"Yordano Ventura","Royals","https://www.baseballprospectus.com/card/card.php?id=66326","Changeup",86.9
"Brandon Maurer","Padres","https://www.baseballprospectus.com/card/card.php?id=58933","Changeup",85.8
"Andrew Cashner","Padres","https://www.baseballprospectus.com/card/card.php?id=58136","Changeup",85.8
"Tanner Scheppers","Rangers","https://www.baseballprospectus.com/card/card.php?id=61061","Changeup",89
"Chris Archer","Rays","https://www.baseballprospectus.com/card/card.php?id=50101","Changeup",85.6
"Pedro Strop","Cubs","https://www.baseballprospectus.com/card/card.php?id=46719","Changeup",88.1
"Jacob deGrom","Mets","https://www.baseballprospectus.com/card/card.php?id=67740","Changeup",85.2
"Mike Foltynewicz","Braves","https://www.baseballprospectus.com/card/card.php?id=66991","Changeup",83.7
"Juan Nicasio","Dodgers","https://www.baseballprospectus.com/card/card.php?id=57000","Changeup",86.7
"Keone Kela","Rangers","https://www.baseballprospectus.com/card/card.php?id=71016","Changeup",88.5
"Kevin Jepsen","Twins","https://www.baseballprospectus.com/card/card.php?id=45544","Changeup",84.8
"Tom Wilhelmsen","Mariners","https://www.baseballprospectus.com/card/card.php?id=65756","Changeup",86.4
"Zach McAllister","Indians","https://www.baseballprospectus.com/card/card.php?id=50118","Changeup",85.5
"Vincent Velasquez","Astros","https://www.baseballprospectus.com/card/card.php?id=67143","Changeup",86.4
"Carlos Carrasco","Indians","https://www.baseballprospectus.com/card/card.php?id=47229","Changeup",88.1
"Alexi Ogando","Red Sox","https://www.baseballprospectus.com/card/card.php?id=49910","Changeup",87.3
"Scott Oberg","Rockies","https://www.baseballprospectus.com/card/card.php?id=101264","Changeup",86.9
"Shelby Miller","Braves","https://www.baseballprospectus.com/card/card.php?id=60626","Changeup",86.6
"Andrew Miller","Yankees","https://www.baseballprospectus.com/card/card.php?id=49617","Changeup",90.8
"Liam Hendriks","Blue Jays","https://www.baseballprospectus.com/card/card.php?id=56426","Changeup",88.1
"Wily Peralta","Brewers","https://www.baseballprospectus.com/card/card.php?id=50538","Changeup",83.4
"Michael Lorenzen","Reds","https://www.baseballprospectus.com/card/card.php?id=68444","Changeup",85
"Jake Arrieta","Cubs","https://www.baseballprospectus.com/card/card.php?id=52691","Changeup",88.4
"Lance McCullers","Astros","https://www.baseballprospectus.com/card/card.php?id=100521","Changeup",88.4
"Rubby de la Rosa","Diamondbacks","https://www.baseballprospectus.com/card/card.php?id=57608","Changeup",85.6
"Sam Dyson","Rangers","https://www.baseballprospectus.com/card/card.php?id=68372","Changeup",87.5
"Jarred Cosart","Marlins","https://www.baseballprospectus.com/card/card.php?id=59986","Changeup",83.6
"Josh Fields","Astros","https://www.baseballprospectus.com/card/card.php?id=59166","Changeup",81.1
"James Paxton","Mariners","https://www.baseballprospectus.com/card/card.php?id=68467","Changeup",85.8
